timestamp,elapsed_seconds,task_mode,active_app,window_title,idle_seconds
2026-05-02T17:58:39,394.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,42.84
2026-05-02T17:58:41,396.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,44.84
2026-05-02T17:58:43,398.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,46.84
2026-05-02T17:58:45,400.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,48.84
2026-05-02T17:58:47,402.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,50.84
2026-05-02T17:58:49,404.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,52.84
2026-05-02T17:58:51,406.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,54.86
2026-05-02T17:58:53,408.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,56.86
2026-05-02T17:58:55,410.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,58.86
2026-05-02T17:58:57,412.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,60.86
2026-05-02T17:58:59,414.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,62.86
2026-05-02T17:59:01,416.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,64.86
2026-05-02T17:59:03,418.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,66.86
2026-05-02T17:59:05,420.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,68.86
2026-05-02T17:59:07,422.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,70.86
2026-05-02T17:59:09,424.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,72.86
2026-05-02T17:59:11,426.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,74.86
2026-05-02T17:59:13,428.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,76.86
2026-05-02T17:59:15,430.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,78.86
2026-05-02T17:59:17,432.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,80.86
2026-05-02T17:59:19,434.13,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,82.86
2026-05-02T17:59:21,436.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,84.86
2026-05-02T17:59:23,438.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,86.86
2026-05-02T17:59:25,440.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,88.86
2026-05-02T17:59:27,442.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,90.86
2026-05-02T17:59:29,444.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,92.86
2026-05-02T17:59:31,446.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,94.86
2026-05-02T17:59:33,448.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,96.88
2026-05-02T17:59:35,450.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,1.75
2026-05-02T17:59:37,452.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,3.75
2026-05-02T17:59:39,454.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,5.75
2026-05-02T17:59:41,456.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,7.75
2026-05-02T17:59:43,458.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,9.75
2026-05-02T17:59:45,460.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,11.75
2026-05-02T17:59:47,462.14,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,13.75
2026-05-02T17:59:49,464.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,15.75
2026-05-02T17:59:51,466.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,17.75
2026-05-02T17:59:53,468.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,19.75
2026-05-02T17:59:55,470.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,21.75
2026-05-02T17:59:57,472.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,23.75
2026-05-02T17:59:59,474.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,25.75
2026-05-02T18:00:01,476.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,27.75
2026-05-02T18:00:03,478.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,29.75
2026-05-02T18:00:05,480.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,31.75
2026-05-02T18:00:07,482.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,33.75
2026-05-02T18:00:09,484.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,35.75
2026-05-02T18:00:11,486.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,37.75
2026-05-02T18:00:13,488.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,39.75
2026-05-02T18:00:15,490.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,41.75
2026-05-02T18:00:17,492.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,43.75
2026-05-02T18:00:19,494.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,45.75
2026-05-02T18:00:21,496.15,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,47.75
2026-05-02T18:00:23,498.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,49.75
2026-05-02T18:00:25,500.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,51.77
2026-05-02T18:00:27,502.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,53.77
2026-05-02T18:00:29,504.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,55.77
2026-05-02T18:00:31,506.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,57.77
2026-05-02T18:00:33,508.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,59.77
2026-05-02T18:00:35,510.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,61.77
2026-05-02T18:00:37,512.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,63.77
2026-05-02T18:00:39,514.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,65.77
2026-05-02T18:00:41,516.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,67.77
2026-05-02T18:00:43,518.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,69.77
2026-05-02T18:00:45,520.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,71.77
2026-05-02T18:00:47,522.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,73.77
2026-05-02T18:00:49,524.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,75.77
2026-05-02T18:00:51,526.16,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,77.77
2026-05-02T18:00:53,528.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,79.77
2026-05-02T18:00:55,530.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,81.77
2026-05-02T18:00:57,532.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,83.77
2026-05-02T18:00:59,534.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,85.77
2026-05-02T18:01:01,536.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,87.77
2026-05-02T18:01:03,538.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,89.77
2026-05-02T18:01:05,540.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,91.77
2026-05-02T18:01:07,542.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,93.77
2026-05-02T18:01:09,544.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,95.77
2026-05-02T18:01:11,546.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,97.77
2026-05-02T18:01:13,548.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,99.77
2026-05-02T18:01:15,550.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,101.78
2026-05-02T18:01:17,552.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,103.78
2026-05-02T18:01:19,554.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,105.78
2026-05-02T18:01:21,556.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,107.78
2026-05-02T18:01:23,558.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,109.78
2026-05-02T18:01:25,560.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,111.78
2026-05-02T18:01:27,562.17,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,113.78
2026-05-02T18:01:29,564.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,115.78
2026-05-02T18:01:31,566.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,117.78
2026-05-02T18:01:33,568.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,119.78
2026-05-02T18:01:35,570.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,121.78
2026-05-02T18:01:37,572.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,123.78
2026-05-02T18:01:39,574.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,125.78
2026-05-02T18:01:41,576.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,127.78
2026-05-02T18:01:43,578.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,129.78
2026-05-02T18:01:45,580.18,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,131.78
2026-05-02T18:01:47,582.18,writing,File Explorer,任务切换,0.2
2026-05-02T18:01:49,584.18,writing,weixin.exe,微信,1.78
2026-05-02T18:01:51,586.18,writing,weixin.exe,微信,3.78
2026-05-02T18:01:53,588.18,writing,weixin.exe,微信,5.78
2026-05-02T18:01:55,590.18,writing,weixin.exe,微信,0.53
2026-05-02T18:01:57,592.18,writing,weixin.exe,微信,0.03
2026-05-02T18:01:59,594.18,writing,weixin.exe,微信,0.0
2026-05-02T18:02:01,596.19,writing,weixin.exe,微信,0.19
2026-05-02T18:02:03,598.19,writing,weixin.exe,微信,0.25
2026-05-02T18:02:05,600.19,writing,weixin.exe,微信,0.0
2026-05-02T18:02:07,602.19,writing,weixin.exe,微信,0.12
2026-05-02T18:02:09,604.19,writing,weixin.exe,微信,0.41
2026-05-02T18:02:11,606.19,writing,weixin.exe,微信,0.0
2026-05-02T18:02:13,608.19,writing,weixin.exe,微信,0.3
2026-05-02T18:02:15,610.19,writing,weixin.exe,微信,0.17
2026-05-02T18:02:17,612.19,writing,weixin.exe,微信,0.03
2026-05-02T18:02:19,614.19,writing,weixin.exe,微信,0.03
2026-05-02T18:02:21,616.19,writing,weixin.exe,微信,0.22
2026-05-02T18:02:23,618.19,writing,VS Code,camera_prediction_logger.py - python - Visual Studio Code [Administrator],0.03
2026-05-02T18:02:25,620.19,writing,VS Code,camera_prediction_logger.py - python - Visual Studio Code [Administrator],0.73
2026-05-02T18:02:27,622.19,writing,VS Code,camera_prediction_logger.py - python - Visual Studio Code [Administrator],0.23
2026-05-02T18:02:29,624.19,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.0
2026-05-02T18:02:31,626.19,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.0
2026-05-02T18:02:33,628.19,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.0
2026-05-02T18:02:35,630.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.03
2026-05-02T18:02:37,632.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.09
2026-05-02T18:02:39,634.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.12
2026-05-02T18:02:41,636.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.06
2026-05-02T18:02:43,638.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.0
2026-05-02T18:02:45,640.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],1.14
2026-05-02T18:02:47,642.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.31
2026-05-02T18:02:49,644.2,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.12
2026-05-02T18:02:51,646.2,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T18:02:53,648.2,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T18:02:55,650.2,writing,Browser,embedded AI - VS Code 用 Python - Google Chrome,0.0
2026-05-02T18:02:57,652.2,writing,Browser,embedded AI - VS Code 用 Python - Google Chrome,0.0
2026-05-02T18:02:59,654.2,writing,Browser,embedded AI - VS Code 用 Python - Google Chrome,0.12
2026-05-02T18:03:01,656.2,writing,Browser,embedded AI - VS Code 用 Python - Google Chrome,0.05
2026-05-02T18:03:03,658.2,writing,weixin.exe,微信,0.48
2026-05-02T18:03:05,660.2,writing,weixin.exe,微信,0.11
2026-05-02T18:03:07,662.2,writing,weixin.exe,微信,0.3
2026-05-02T18:03:09,664.2,writing,weixin.exe,微信,1.42
2026-05-02T18:03:11,666.2,writing,weixin.exe,微信,0.02
2026-05-02T18:03:13,668.21,writing,weixin.exe,微信,0.02
2026-05-02T18:03:15,670.21,writing,weixin.exe,微信,0.05
2026-05-02T18:03:17,672.21,writing,weixin.exe,微信,0.05
2026-05-02T18:03:19,674.21,writing,weixin.exe,微信,1.06
2026-05-02T18:03:21,676.21,writing,weixin.exe,微信,1.55
2026-05-02T18:03:23,678.21,writing,weixin.exe,微信,3.55
2026-05-02T18:03:25,680.21,writing,weixin.exe,微信,0.06
2026-05-02T18:03:27,682.21,writing,weixin.exe,微信,0.8
2026-05-02T18:03:29,684.21,writing,weixin.exe,微信,0.08
2026-05-02T18:03:32,686.21,writing,weixin.exe,微信,0.02
2026-05-02T18:03:34,688.21,writing,weixin.exe,微信,0.33
2026-05-02T18:03:36,690.21,writing,weixin.exe,微信,0.08
2026-05-02T18:03:38,692.21,writing,Browser,embedded AI - VS Code 用 Python - Google Chrome,0.0
2026-05-02T18:03:40,694.21,writing,weixin.exe,微信,0.0
2026-05-02T18:03:42,696.21,writing,File Explorer,系统托盘溢出窗口。,0.0
2026-05-02T18:03:44,698.21,writing,File Explorer,python - 文件资源管理器,0.0
2026-05-02T18:03:46,700.21,writing,File Explorer,python - 文件资源管理器,0.0
2026-05-02T18:03:48,702.21,writing,File Explorer,python - 文件资源管理器,0.0
2026-05-02T18:03:50,704.22,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.0
2026-05-02T18:03:52,706.22,writing,VS Code,dashboard.py - python - Visual Studio Code [Administrator],0.02
